location,date,Vaccines_numbers,list_of_vaccines,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
ITA,2021-03-23,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8487147,5807256,2680065,0
ITA,2021-03-23,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8487147,5807256,2680065,0
ITA,2021-03-24,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8745608,5979334,2766450,0
ITA,2021-03-24,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8745608,5979334,2766450,0
ITA,2021-03-24,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8745608,5979334,2766450,0
ITA,2021-03-24,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8745608,5979334,2766450,0
ITA,2021-03-25,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9017546,6166692,2851033,0
ITA,2021-03-25,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9017546,6166692,2851033,0
ITA,2021-03-25,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9017546,6166692,2851033,0
ITA,2021-03-25,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9017546,6166692,2851033,0
ITA,2021-03-26,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9290513,6361223,2929475,0
ITA,2021-03-26,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9290513,6361223,2929475,0
ITA,2021-03-26,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9290513,6361223,2929475,0
ITA,2021-03-26,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9290513,6361223,2929475,0
ITA,2021-03-27,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9532129,6535459,2996860,0
ITA,2021-03-27,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9532129,6535459,2996860,0
ITA,2021-03-27,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9532129,6535459,2996860,0
ITA,2021-03-27,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9532129,6535459,2996860,0
ITA,2021-03-28,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9695924,6658363,3037752,0
ITA,2021-03-28,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9695924,6658363,3037752,0
ITA,2021-03-28,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9695924,6658363,3037752,0
ITA,2021-03-28,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9695924,6658363,3037752,0
ITA,2021-03-29,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9940430,6836585,3104036,0
ITA,2021-03-29,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9940430,6836585,3104036,0
ITA,2021-03-29,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9940430,6836585,3104036,0
ITA,2021-03-29,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9940430,6836585,3104036,0
ITA,2021-03-30,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10211509,7031232,3180471,0
ITA,2021-03-30,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10211509,7031232,3180471,0
ITA,2021-03-30,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10211509,7031232,3180471,0
ITA,2021-03-30,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10211509,7031232,3180471,0
ITA,2021-03-31,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10519200,7247852,3271560,0
ITA,2021-03-31,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10519200,7247852,3271560,0
ITA,2021-03-31,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10519200,7247852,3271560,0
ITA,2021-03-31,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10519200,7247852,3271560,0
ITA,2021-04-01,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10808303,7446375,3362148,0
ITA,2021-04-01,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10808303,7446375,3362148,0
ITA,2021-04-01,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10808303,7446375,3362148,0
ITA,2021-04-01,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,10808303,7446375,3362148,0
ITA,2021-04-02,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11092339,7651072,3441490,0
ITA,2021-04-02,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11092339,7651072,3441490,0
ITA,2021-04-02,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11092339,7651072,3441490,0
ITA,2021-04-02,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11092339,7651072,3441490,0
ITA,2021-04-03,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11323481,7821258,3502448,0
ITA,2021-04-03,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11323481,7821258,3502448,0
ITA,2021-04-03,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11323481,7821258,3502448,0
ITA,2021-04-03,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11323481,7821258,3502448,0
ITA,2021-04-04,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11419835,7897199,3522861,0
ITA,2021-04-04,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11419835,7897199,3522861,0
ITA,2021-04-04,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11419835,7897199,3522861,0
ITA,2021-04-04,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11419835,7897199,3522861,0
ITA,2021-04-05,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11591516,8030850,3560899,0
ITA,2021-04-05,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11591516,8030850,3560899,0
ITA,2021-04-05,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11591516,8030850,3560899,0
ITA,2021-04-05,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11591516,8030850,3560899,0
ITA,2021-04-06,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11878866,8241843,3637313,0
ITA,2021-04-06,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11878866,8241843,3637313,0
ITA,2021-04-06,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11878866,8241843,3637313,0
ITA,2021-04-06,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,11878866,8241843,3637313,0
ITA,2021-04-07,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12214345,8487216,3727426,0
ITA,2021-04-07,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12214345,8487216,3727426,0
ITA,2021-04-07,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12214345,8487216,3727426,0
ITA,2021-04-07,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12214345,8487216,3727426,0
ITA,2021-04-08,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12554685,8738275,3816716,0
ITA,2021-04-08,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12554685,8738275,3816716,0
ITA,2021-04-08,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12554685,8738275,3816716,0
ITA,2021-04-08,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12554685,8738275,3816716,0
ITA,2021-04-09,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12891972,8993344,3898963,0
ITA,2021-04-09,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12891972,8993344,3898963,0
ITA,2021-04-09,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12891972,8993344,3898963,0
ITA,2021-04-09,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,12891972,8993344,3898963,0
ITA,2021-04-10,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13214113,9246647,3967806,0
ITA,2021-04-10,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13214113,9246647,3967806,0
ITA,2021-04-10,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13214113,9246647,3967806,0
ITA,2021-04-10,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13214113,9246647,3967806,0
ITA,2021-04-11,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13416698,9407857,4009185,0
ITA,2021-04-11,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13416698,9407857,4009185,0
ITA,2021-04-11,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13416698,9407857,4009185,0
ITA,2021-04-11,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13416698,9407857,4009185,0
ITA,2021-04-12,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13685177,9613776,4071752,0
ITA,2021-04-12,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13685177,9613776,4071752,0
ITA,2021-04-12,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13685177,9613776,4071752,0
ITA,2021-04-12,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13685177,9613776,4071752,0
ITA,2021-04-13,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13975914,9836891,4139382,0
ITA,2021-04-13,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13975914,9836891,4139382,0
ITA,2021-04-13,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13975914,9836891,4139382,0
ITA,2021-04-13,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,13975914,9836891,4139382,0
ITA,2021-04-14,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14298672,10079546,4219487,0
ITA,2021-04-14,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14298672,10079546,4219487,0
ITA,2021-04-14,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14298672,10079546,4219487,0
ITA,2021-04-14,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14298672,10079546,4219487,0
ITA,2021-04-15,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14652047,10333812,4318596,0
ITA,2021-04-15,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14652047,10333812,4318596,0
ITA,2021-04-15,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14652047,10333812,4318596,0
ITA,2021-04-15,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14652047,10333812,4318596,0
ITA,2021-04-16,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15033998,10615939,4418422,0
ITA,2021-04-16,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15033998,10615939,4418422,0
ITA,2021-04-16,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15033998,10615939,4418422,0
ITA,2021-04-16,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15033998,10615939,4418422,0
ITA,2021-04-17,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15395053,10892678,4502738,0
ITA,2021-04-17,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15395053,10892678,4502738,0
ITA,2021-04-17,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15395053,10892678,4502738,0
ITA,2021-04-17,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15395053,10892678,4502738,0
ITA,2021-04-18,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15637723,11080982,4557105,0
ITA,2021-04-18,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15637723,11080982,4557105,0
ITA,2021-04-18,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15637723,11080982,4557105,0
ITA,2021-04-18,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15637723,11080982,4557105,0
ITA,2021-04-19,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15949858,11305161,4645063,0
ITA,2021-04-19,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15949858,11305161,4645063,0
ITA,2021-04-19,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15949858,11305161,4645063,0
ITA,2021-04-19,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,15949858,11305161,4645063,0
ITA,2021-04-20,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16285025,11542397,4742995,0
ITA,2021-04-20,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16285025,11542397,4742995,0
ITA,2021-04-20,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16285025,11542397,4742995,0
ITA,2021-04-20,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16285025,11542397,4742995,0
ITA,2021-04-21,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16659743,11797866,4862248,0
ITA,2021-04-21,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16659743,11797866,4862248,0
ITA,2021-04-21,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16659743,11797866,4862248,0
ITA,2021-04-21,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,16659743,11797866,4862248,0
ITA,2021-04-22,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17060666,12062789,4998539,0
ITA,2021-04-22,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17060666,12062789,4998539,0
ITA,2021-04-22,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17060666,12062789,4998539,0
ITA,2021-04-22,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17060666,12062789,4998539,0
ITA,2021-04-23,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17467905,12339276,5129836,0
ITA,2021-04-23,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17467905,12339276,5129836,0
ITA,2021-04-23,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17467905,12339276,5129836,0
ITA,2021-04-23,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17467905,12339276,5129836,0
ITA,2021-04-24,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17856096,12612789,5247553,0
ITA,2021-04-24,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17856096,12612789,5247553,0
ITA,2021-04-24,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17856096,12612789,5247553,0
ITA,2021-04-24,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,17856096,12612789,5247553,0
ITA,2021-04-25,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18124330,12833846,5303483,0
ITA,2021-04-25,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18124330,12833846,5303483,0
ITA,2021-04-25,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18124330,12833846,5303483,0
ITA,2021-04-25,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18124330,12833846,5303483,0
ITA,2021-04-26,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18470171,13097526,5395007,0
ITA,2021-04-26,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18470171,13097526,5395007,0
ITA,2021-04-26,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18470171,13097526,5395007,0
ITA,2021-04-26,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18470171,13097526,5395007,0
ITA,2021-04-27,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18845146,13360824,5516509,0
ITA,2021-04-27,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18845146,13360824,5516509,0
ITA,2021-04-27,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18845146,13360824,5516509,0
ITA,2021-04-27,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,18845146,13360824,5516509,0
ITA,2021-04-28,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19255872,13631567,5665443,0
ITA,2021-04-28,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19255872,13631567,5665443,0
ITA,2021-04-28,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19255872,13631567,5665443,0
ITA,2021-04-28,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19255872,13631567,5665443,0
ITA,2021-04-29,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19787673,13988400,5850542,0
ITA,2021-04-29,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19787673,13988400,5850542,0
ITA,2021-04-29,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19787673,13988400,5850542,0
ITA,2021-04-29,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,19787673,13988400,5850542,0
ITA,2021-04-30,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20318198,14328671,6055433,0
ITA,2021-04-30,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20318198,14328671,6055433,0
ITA,2021-04-30,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20318198,14328671,6055433,0
ITA,2021-04-30,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20318198,14328671,6055433,0
ITA,2021-05-01,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20752561,14613658,6222663,0
ITA,2021-05-01,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20752561,14613658,6222663,0
ITA,2021-05-01,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20752561,14613658,6222663,0
ITA,2021-05-01,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20752561,14613658,6222663,0
