location,date,Vaccines_numbers,list_of_vaccines,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
ITA,2020-12-27,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,7353,7353,0,0
ITA,2020-12-27,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,7353,7353,0,0
ITA,2020-12-28,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8858,8858,0,0
ITA,2020-12-28,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,8858,8858,0,0
ITA,2020-12-29,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9957,9957,0,0
ITA,2020-12-29,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,9957,9957,0,0
ITA,2020-12-30,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14848,14848,0,0
ITA,2020-12-30,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,14848,14848,0,0
ITA,2020-12-31,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,40813,40813,0,0
ITA,2020-12-31,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,40813,40813,0,0
ITA,2021-01-01,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,52102,52102,0,0
ITA,2021-01-01,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,52102,52102,0,0
ITA,2021-01-02,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,91195,91195,0,0
ITA,2021-01-02,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,91195,91195,0,0
ITA,2021-01-03,vaccine_1,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,127083,127083,0,0
ITA,2021-01-03,vaccine_2,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,127083,127083,0,0
ITA,2021-01-04,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,196738,196738,9,0
ITA,2021-01-04,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,196738,196738,9,0
ITA,2021-01-04,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,196738,196738,9,0
ITA,2021-01-05,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,277015,277015,11,0
ITA,2021-01-05,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,277015,277015,11,0
ITA,2021-01-05,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,277015,277015,11,0
ITA,2021-01-06,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,342208,342208,13,0
ITA,2021-01-06,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,342208,342208,13,0
ITA,2021-01-06,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,342208,342208,13,0
ITA,2021-01-07,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,434874,434874,15,0
ITA,2021-01-07,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,434874,434874,15,0
ITA,2021-01-07,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,434874,434874,15,0
ITA,2021-01-08,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,531885,531885,15,0
ITA,2021-01-08,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,531885,531885,15,0
ITA,2021-01-08,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,531885,531885,15,0
ITA,2021-01-09,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,620163,620163,15,0
ITA,2021-01-09,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,620163,620163,15,0
ITA,2021-01-09,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,620163,620163,15,0
ITA,2021-01-10,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,681102,681102,15,0
ITA,2021-01-10,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,681102,681102,15,0
ITA,2021-01-10,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,681102,681102,15,0
ITA,2021-01-11,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,763313,763313,18,0
ITA,2021-01-11,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,763313,763313,18,0
ITA,2021-01-11,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,763313,763313,18,0
ITA,2021-01-12,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,846878,846878,18,0
ITA,2021-01-12,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,846878,846878,18,0
ITA,2021-01-12,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,846878,846878,18,0
ITA,2021-01-13,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,942386,942386,18,0
ITA,2021-01-13,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,942386,942386,18,0
ITA,2021-01-13,vaccine_3,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,942386,942386,18,0
ITA,2021-01-14,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1036985,1036985,18,0
ITA,2021-01-14,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1036985,1036985,18,0
ITA,2021-01-14,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1036985,1036985,18,0
ITA,2021-01-14,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1036985,1036985,18,0
ITA,2021-01-15,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1128035,1128035,18,0
ITA,2021-01-15,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1128035,1128035,18,0
ITA,2021-01-15,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1128035,1128035,18,0
ITA,2021-01-15,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1128035,1128035,18,0
ITA,2021-01-16,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1194178,1194178,18,0
ITA,2021-01-16,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1194178,1194178,18,0
ITA,2021-01-16,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1194178,1194178,18,0
ITA,2021-01-16,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1194178,1194178,18,0
ITA,2021-01-17,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1231829,1228838,3009,0
ITA,2021-01-17,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1231829,1228838,3009,0
ITA,2021-01-17,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1231829,1228838,3009,0
ITA,2021-01-17,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1231829,1228838,3009,0
ITA,2021-01-18,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1276540,1268450,8108,0
ITA,2021-01-18,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1276540,1268450,8108,0
ITA,2021-01-18,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1276540,1268450,8108,0
ITA,2021-01-18,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1276540,1268450,8108,0
ITA,2021-01-19,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1310172,1300292,9898,0
ITA,2021-01-19,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1310172,1300292,9898,0
ITA,2021-01-19,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1310172,1300292,9898,0
ITA,2021-01-19,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1310172,1300292,9898,0
ITA,2021-01-20,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1341713,1327226,14505,0
ITA,2021-01-20,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1341713,1327226,14505,0
ITA,2021-01-20,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1341713,1327226,14505,0
ITA,2021-01-20,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1341713,1327226,14505,0
ITA,2021-01-21,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1378314,1343870,34462,0
ITA,2021-01-21,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1378314,1343870,34462,0
ITA,2021-01-21,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1378314,1343870,34462,0
ITA,2021-01-21,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1378314,1343870,34462,0
ITA,2021-01-22,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1405794,1357165,48647,0
ITA,2021-01-22,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1405794,1357165,48647,0
ITA,2021-01-22,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1405794,1357165,48647,0
ITA,2021-01-22,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1405794,1357165,48647,0
ITA,2021-01-23,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1445190,1363248,81960,0
ITA,2021-01-23,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1445190,1363248,81960,0
ITA,2021-01-23,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1445190,1363248,81960,0
ITA,2021-01-23,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1445190,1363248,81960,0
ITA,2021-01-24,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1479238,1366523,112733,0
ITA,2021-01-24,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1479238,1366523,112733,0
ITA,2021-01-24,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1479238,1366523,112733,0
ITA,2021-01-24,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1479238,1366523,112733,0
ITA,2021-01-25,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1548900,1371482,177436,0
ITA,2021-01-25,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1548900,1371482,177436,0
ITA,2021-01-25,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1548900,1371482,177436,0
ITA,2021-01-25,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1548900,1371482,177436,0
ITA,2021-01-26,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1629785,1375888,253915,0
ITA,2021-01-26,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1629785,1375888,253915,0
ITA,2021-01-26,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1629785,1375888,253915,0
ITA,2021-01-26,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1629785,1375888,253915,0
ITA,2021-01-27,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1701049,1382343,318724,0
ITA,2021-01-27,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1701049,1382343,318724,0
ITA,2021-01-27,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1701049,1382343,318724,0
ITA,2021-01-27,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1701049,1382343,318724,0
ITA,2021-01-28,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1795309,1387365,407962,0
ITA,2021-01-28,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1795309,1387365,407962,0
ITA,2021-01-28,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1795309,1387365,407962,0
ITA,2021-01-28,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1795309,1387365,407962,0
ITA,2021-01-29,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1894498,1392557,501959,0
ITA,2021-01-29,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1894498,1392557,501959,0
ITA,2021-01-29,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1894498,1392557,501959,0
ITA,2021-01-29,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1894498,1392557,501959,0
ITA,2021-01-30,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1985301,1396833,588486,0
ITA,2021-01-30,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1985301,1396833,588486,0
ITA,2021-01-30,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1985301,1396833,588486,0
ITA,2021-01-30,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,1985301,1396833,588486,0
ITA,2021-01-31,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2045314,1399522,645810,0
ITA,2021-01-31,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2045314,1399522,645810,0
ITA,2021-01-31,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2045314,1399522,645810,0
ITA,2021-01-31,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2045314,1399522,645810,0
ITA,2021-02-01,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2131571,1403941,727648,0
ITA,2021-02-01,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2131571,1403941,727648,0
ITA,2021-02-01,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2131571,1403941,727648,0
ITA,2021-02-01,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2131571,1403941,727648,0
ITA,2021-02-02,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2220224,1410486,809757,0
ITA,2021-02-02,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2220224,1410486,809757,0
ITA,2021-02-02,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2220224,1410486,809757,0
ITA,2021-02-02,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2220224,1410486,809757,0
ITA,2021-02-03,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2320418,1419614,900823,0
ITA,2021-02-03,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2320418,1419614,900823,0
ITA,2021-02-03,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2320418,1419614,900823,0
ITA,2021-02-03,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2320418,1419614,900823,0
ITA,2021-02-04,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2429468,1433320,996172,0
ITA,2021-02-04,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2429468,1433320,996172,0
ITA,2021-02-04,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2429468,1433320,996172,0
ITA,2021-02-04,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2429468,1433320,996172,0
ITA,2021-02-05,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2537713,1451395,1086342,0
ITA,2021-02-05,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2537713,1451395,1086342,0
ITA,2021-02-05,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2537713,1451395,1086342,0
ITA,2021-02-05,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2537713,1451395,1086342,0
ITA,2021-02-06,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2615824,1466142,1149707,0
ITA,2021-02-06,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2615824,1466142,1149707,0
ITA,2021-02-06,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2615824,1466142,1149707,0
ITA,2021-02-06,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2615824,1466142,1149707,0
ITA,2021-02-07,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2658269,1475713,1182581,0
ITA,2021-02-07,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2658269,1475713,1182581,0
ITA,2021-02-07,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2658269,1475713,1182581,0
ITA,2021-02-07,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2658269,1475713,1182581,0
ITA,2021-02-08,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2725542,1502713,1222856,0
ITA,2021-02-08,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2725542,1502713,1222856,0
ITA,2021-02-08,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2725542,1502713,1222856,0
ITA,2021-02-08,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2725542,1502713,1222856,0
ITA,2021-02-09,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2792836,1537317,1255546,0
ITA,2021-02-09,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2792836,1537317,1255546,0
ITA,2021-02-09,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2792836,1537317,1255546,0
ITA,2021-02-09,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2792836,1537317,1255546,0
ITA,2021-02-10,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2866202,1582496,1283733,0
ITA,2021-02-10,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2866202,1582496,1283733,0
ITA,2021-02-10,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2866202,1582496,1283733,0
ITA,2021-02-10,vaccine_4,V25,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2866202,1582496,1283733,0
ITA,2021-02-11,vaccine_1,V19,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2941540,1637923,1303644,0
ITA,2021-02-11,vaccine_2,V22,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2941540,1637923,1303644,0
ITA,2021-02-11,vaccine_3,V24,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,2941540,1637923,1303644,0
