location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
ARG,2021-06-21,50-59,70,11,0
ARG,2021-06-21,60-69,90,22,0
ARG,2021-06-21,70-79,92,34,0
ARG,2021-06-21,80-89,87,45,0
ARG,2021-06-21,90-99,77,42,0
ARG,2021-06-22,100+,92,47,0
ARG,2021-06-22,12-17,0,0,0
ARG,2021-06-22,18-29,12,3,0
ARG,2021-06-22,3-11,0,0,0
ARG,2021-06-22,30-39,27,7,0
ARG,2021-06-22,40-49,50,10,0
ARG,2021-06-22,50-59,71,11,0
ARG,2021-06-22,60-69,91,22,0
ARG,2021-06-22,70-79,92,35,0
ARG,2021-06-22,80-89,87,46,0
ARG,2021-06-22,90-99,77,43,0
ARG,2021-06-23,100+,92,48,0
ARG,2021-06-23,12-17,0,0,0
ARG,2021-06-23,18-29,13,3,0
ARG,2021-06-23,3-11,0,0,0
ARG,2021-06-23,30-39,28,7,0
ARG,2021-06-23,40-49,51,10,0
ARG,2021-06-23,50-59,72,12,0
ARG,2021-06-23,60-69,91,22,0
ARG,2021-06-23,70-79,92,35,0
ARG,2021-06-23,80-89,87,46,0
ARG,2021-06-23,90-99,77,43,0
ARG,2021-06-24,100+,92,48,0
ARG,2021-06-24,12-17,0,0,0
ARG,2021-06-24,18-29,13,3,0
ARG,2021-06-24,3-11,0,0,0
ARG,2021-06-24,30-39,29,8,0
ARG,2021-06-24,40-49,54,10,0
ARG,2021-06-24,50-59,73,12,0
ARG,2021-06-24,60-69,91,22,0
ARG,2021-06-24,70-79,92,35,0
ARG,2021-06-24,80-89,87,47,0
ARG,2021-06-24,90-99,77,44,0
ARG,2021-06-25,100+,92,49,0
ARG,2021-06-25,12-17,0,0,0
ARG,2021-06-25,18-29,14,3,0
ARG,2021-06-25,3-11,0,0,0
ARG,2021-06-25,30-39,30,8,0
ARG,2021-06-25,40-49,56,10,0
ARG,2021-06-25,50-59,74,12,0
ARG,2021-06-25,60-69,91,23,0
ARG,2021-06-25,70-79,92,36,0
ARG,2021-06-25,80-89,88,48,0
ARG,2021-06-25,90-99,77,45,0
ARG,2021-06-26,100+,92,50,0
ARG,2021-06-26,12-17,0,0,0
ARG,2021-06-26,18-29,14,3,0
ARG,2021-06-26,3-11,0,0,0
ARG,2021-06-26,30-39,32,8,0
ARG,2021-06-26,40-49,57,10,0
ARG,2021-06-26,50-59,75,12,0
ARG,2021-06-26,60-69,91,24,0
ARG,2021-06-26,70-79,92,36,0
ARG,2021-06-26,80-89,88,49,0
ARG,2021-06-26,90-99,77,45,0
ARG,2021-06-27,100+,93,50,0
ARG,2021-06-27,12-17,0,0,0
ARG,2021-06-27,18-29,14,3,0
ARG,2021-06-27,3-11,0,0,0
ARG,2021-06-27,30-39,32,8,0
ARG,2021-06-27,40-49,57,10,0
ARG,2021-06-27,50-59,76,12,0
ARG,2021-06-27,60-69,91,24,0
ARG,2021-06-27,70-79,92,36,0
ARG,2021-06-27,80-89,88,50,0
ARG,2021-06-27,90-99,77,46,0
ARG,2021-06-28,100+,93,50,0
ARG,2021-06-28,12-17,0,0,0
ARG,2021-06-28,18-29,15,3,0
ARG,2021-06-28,3-11,0,0,0
ARG,2021-06-28,30-39,34,8,0
ARG,2021-06-28,40-49,59,10,0
ARG,2021-06-28,50-59,78,12,0
ARG,2021-06-28,60-69,91,25,0
ARG,2021-06-28,70-79,92,37,0
ARG,2021-06-28,80-89,88,50,0
ARG,2021-06-28,90-99,77,47,0
ARG,2021-06-29,100+,93,51,0
ARG,2021-06-29,12-17,0,0,0
ARG,2021-06-29,18-29,15,3,0
ARG,2021-06-29,3-11,0,0,0
ARG,2021-06-29,30-39,36,8,0
ARG,2021-06-29,40-49,61,10,0
ARG,2021-06-29,50-59,79,12,0
ARG,2021-06-29,60-69,91,25,0
ARG,2021-06-29,70-79,92,37,0
ARG,2021-06-29,80-89,88,51,0
ARG,2021-06-29,90-99,77,47,0
ARG,2021-06-30,100+,93,51,0
ARG,2021-06-30,12-17,0,0,0
ARG,2021-06-30,18-29,16,3,0
ARG,2021-06-30,3-11,0,0,0
ARG,2021-06-30,30-39,38,8,0
ARG,2021-06-30,40-49,63,10,0
ARG,2021-06-30,50-59,80,12,0
ARG,2021-06-30,60-69,92,26,0
ARG,2021-06-30,70-79,92,37,0
ARG,2021-06-30,80-89,88,51,0
ARG,2021-06-30,90-99,77,47,0
ARG,2021-07-01,100+,93,52,0
ARG,2021-07-01,12-17,0,0,0
ARG,2021-07-01,18-29,17,3,0
ARG,2021-07-01,3-11,0,0,0
ARG,2021-07-01,30-39,40,8,0
ARG,2021-07-01,40-49,64,10,0
ARG,2021-07-01,50-59,80,12,0
ARG,2021-07-01,60-69,92,27,0
ARG,2021-07-01,70-79,92,39,0
ARG,2021-07-01,80-89,88,52,0
ARG,2021-07-01,90-99,77,48,0
ARG,2021-07-02,100+,93,54,0
ARG,2021-07-02,12-17,0,0,0
ARG,2021-07-02,18-29,18,3,0
ARG,2021-07-02,3-11,0,0,0
ARG,2021-07-02,30-39,42,8,0
ARG,2021-07-02,40-49,66,11,0
ARG,2021-07-02,50-59,81,13,0
ARG,2021-07-02,60-69,92,28,0
ARG,2021-07-02,70-79,92,40,0
ARG,2021-07-02,80-89,88,53,0
ARG,2021-07-02,90-99,77,50,0
ARG,2021-07-03,100+,93,55,0
ARG,2021-07-03,12-17,0,0,0
ARG,2021-07-03,18-29,18,3,0
ARG,2021-07-03,3-11,0,0,0
ARG,2021-07-03,30-39,43,8,0
ARG,2021-07-03,40-49,67,11,0
ARG,2021-07-03,50-59,81,13,0
ARG,2021-07-03,60-69,92,28,0
ARG,2021-07-03,70-79,92,42,0
ARG,2021-07-03,80-89,88,55,0
ARG,2021-07-03,90-99,78,51,0
ARG,2021-07-04,100+,93,55,0
ARG,2021-07-04,12-17,0,0,0
ARG,2021-07-04,18-29,19,3,0
ARG,2021-07-04,3-11,0,0,0
ARG,2021-07-04,30-39,44,8,0
ARG,2021-07-04,40-49,69,11,0
ARG,2021-07-04,50-59,81,13,0
ARG,2021-07-04,60-69,92,28,0
ARG,2021-07-04,70-79,92,42,0
ARG,2021-07-04,80-89,88,55,0
ARG,2021-07-04,90-99,78,51,0
ARG,2021-07-05,100+,93,57,0
ARG,2021-07-05,12-17,0,0,0
ARG,2021-07-05,18-29,19,3,0
ARG,2021-07-05,3-11,0,0,0
ARG,2021-07-05,30-39,46,8,0
ARG,2021-07-05,40-49,69,11,0
ARG,2021-07-05,50-59,82,13,0
ARG,2021-07-05,60-69,92,31,0
ARG,2021-07-05,70-79,92,44,0
ARG,2021-07-05,80-89,88,56,0
ARG,2021-07-05,90-99,78,52,0
ARG,2021-07-06,100+,94,58,0
ARG,2021-07-06,12-17,0,0,0
ARG,2021-07-06,18-29,20,3,0
ARG,2021-07-06,3-11,0,0,0
ARG,2021-07-06,30-39,48,8,0
ARG,2021-07-06,40-49,70,11,0
ARG,2021-07-06,50-59,82,14,0
ARG,2021-07-06,60-69,92,33,0
ARG,2021-07-06,70-79,92,45,0
ARG,2021-07-06,80-89,88,58,0
ARG,2021-07-06,90-99,78,53,0
ARG,2021-07-07,100+,94,59,0
ARG,2021-07-07,12-17,0,0,0
ARG,2021-07-07,18-29,21,3,0
ARG,2021-07-07,3-11,0,0,0
ARG,2021-07-07,30-39,49,8,0
ARG,2021-07-07,40-49,72,11,0
ARG,2021-07-07,50-59,82,14,0
ARG,2021-07-07,60-69,92,34,0
ARG,2021-07-07,70-79,93,46,0
ARG,2021-07-07,80-89,88,58,0
ARG,2021-07-07,90-99,78,54,0
ARG,2021-07-08,100+,94,59,0
ARG,2021-07-08,12-17,0,0,0
ARG,2021-07-08,18-29,23,3,0
ARG,2021-07-08,3-11,0,0,0
ARG,2021-07-08,30-39,51,8,0
ARG,2021-07-08,40-49,74,11,0
ARG,2021-07-08,50-59,83,14,0
ARG,2021-07-08,60-69,92,35,0
ARG,2021-07-08,70-79,93,47,0
ARG,2021-07-08,80-89,88,59,0
ARG,2021-07-08,90-99,78,54,0
ARG,2021-07-09,100+,94,62,0
ARG,2021-07-09,12-17,0,0,0
ARG,2021-07-09,18-29,24,3,0
ARG,2021-07-09,3-11,0,0,0
ARG,2021-07-09,30-39,53,8,0
ARG,2021-07-09,40-49,75,11,0
ARG,2021-07-09,50-59,83,14,0
ARG,2021-07-09,60-69,92,35,0
ARG,2021-07-09,70-79,93,48,0
ARG,2021-07-09,80-89,88,64,0
ARG,2021-07-09,90-99,78,58,0
ARG,2021-07-10,100+,94,63,0
ARG,2021-07-10,12-17,0,0,0
ARG,2021-07-10,18-29,25,3,0
ARG,2021-07-10,3-11,0,0,0
ARG,2021-07-10,30-39,55,8,0
ARG,2021-07-10,40-49,76,11,0
ARG,2021-07-10,50-59,83,14,0
ARG,2021-07-10,60-69,93,35,0
ARG,2021-07-10,70-79,93,48,0
ARG,2021-07-10,80-89,88,66,0
ARG,2021-07-10,90-99,78,59,0
ARG,2021-07-11,100+,94,63,0
ARG,2021-07-11,12-17,0,0,0
ARG,2021-07-11,18-29,25,3,0
ARG,2021-07-11,3-11,0,0,0
ARG,2021-07-11,30-39,55,8,0
ARG,2021-07-11,40-49,77,11,0
ARG,2021-07-11,50-59,83,14,0
ARG,2021-07-11,60-69,93,35,0
ARG,2021-07-11,70-79,93,48,0
ARG,2021-07-11,80-89,88,66,0
ARG,2021-07-11,90-99,78,60,0
ARG,2021-07-12,100+,94,64,0
ARG,2021-07-12,12-17,0,0,0
ARG,2021-07-12,18-29,27,3,0
ARG,2021-07-12,3-11,0,0,0
ARG,2021-07-12,30-39,58,8,0
ARG,2021-07-12,40-49,78,11,0
ARG,2021-07-12,50-59,84,14,0
ARG,2021-07-12,60-69,93,35,0
ARG,2021-07-12,70-79,93,48,0
ARG,2021-07-12,80-89,88,66,0
ARG,2021-07-12,90-99,78,60,0
ARG,2021-07-13,100+,94,64,0
ARG,2021-07-13,12-17,0,0,0
ARG,2021-07-13,18-29,28,3,0
ARG,2021-07-13,3-11,0,0,0
ARG,2021-07-13,30-39,60,8,0
ARG,2021-07-13,40-49,79,11,0
ARG,2021-07-13,50-59,84,14,0
ARG,2021-07-13,60-69,93,35,0
ARG,2021-07-13,70-79,93,48,0
ARG,2021-07-13,80-89,88,66,0
ARG,2021-07-13,90-99,78,60,0
ARG,2021-07-14,100+,94,64,0
ARG,2021-07-14,12-17,0,0,0
ARG,2021-07-14,18-29,30,3,0
ARG,2021-07-14,3-11,0,0,0
ARG,2021-07-14,30-39,63,8,0
ARG,2021-07-14,40-49,79,11,0
ARG,2021-07-14,50-59,84,14,0
ARG,2021-07-14,60-69,93,36,0
ARG,2021-07-14,70-79,93,49,0
ARG,2021-07-14,80-89,88,67,0
ARG,2021-07-14,90-99,78,60,0
ARG,2021-07-15,100+,94,65,0
ARG,2021-07-15,12-17,0,0,0
ARG,2021-07-15,18-29,32,3,0
ARG,2021-07-15,3-11,0,0,0
ARG,2021-07-15,30-39,65,8,0
ARG,2021-07-15,40-49,80,12,0
ARG,2021-07-15,50-59,85,15,0
ARG,2021-07-15,60-69,93,36,0
ARG,2021-07-15,70-79,93,49,0
ARG,2021-07-15,80-89,88,67,0
ARG,2021-07-15,90-99,78,61,0
ARG,2021-07-16,100+,94,65,0
ARG,2021-07-16,12-17,0,0,0
ARG,2021-07-16,18-29,34,3,0
ARG,2021-07-16,3-11,0,0,0
ARG,2021-07-16,30-39,67,8,0
ARG,2021-07-16,40-49,80,12,0
ARG,2021-07-16,50-59,85,15,0
ARG,2021-07-16,60-69,93,37,0
ARG,2021-07-16,70-79,93,50,0
ARG,2021-07-16,80-89,88,68,0
ARG,2021-07-16,90-99,78,62,0
ARG,2021-07-17,100+,95,66,0
ARG,2021-07-17,12-17,0,0,0
ARG,2021-07-17,18-29,36,3,0
ARG,2021-07-17,3-11,0,0,0
ARG,2021-07-17,30-39,68,9,0
ARG,2021-07-17,40-49,81,12,0
ARG,2021-07-17,50-59,85,15,0
ARG,2021-07-17,60-69,93,37,0
ARG,2021-07-17,70-79,93,52,0
ARG,2021-07-17,80-89,88,69,0
ARG,2021-07-17,90-99,78,62,0
ARG,2021-07-18,100+,95,66,0
ARG,2021-07-18,12-17,0,0,0
ARG,2021-07-18,18-29,36,3,0
ARG,2021-07-18,3-11,0,0,0
ARG,2021-07-18,30-39,69,9,0
ARG,2021-07-18,40-49,81,12,0
ARG,2021-07-18,50-59,85,15,0
ARG,2021-07-18,60-69,93,38,0
ARG,2021-07-18,70-79,93,52,0
ARG,2021-07-18,80-89,88,70,0
ARG,2021-07-18,90-99,78,62,0
ARG,2021-07-19,100+,95,66,0
ARG,2021-07-19,12-17,0,0,0
ARG,2021-07-19,18-29,39,3,0
ARG,2021-07-19,3-11,0,0,0
ARG,2021-07-19,30-39,70,9,0
ARG,2021-07-19,40-49,81,13,0
ARG,2021-07-19,50-59,85,15,0
ARG,2021-07-19,60-69,93,38,0
ARG,2021-07-19,70-79,93,53,0
ARG,2021-07-19,80-89,88,70,0
ARG,2021-07-19,90-99,78,63,0
ARG,2021-07-20,100+,95,67,0
ARG,2021-07-20,12-17,0,0,0
ARG,2021-07-20,18-29,41,3,0
ARG,2021-07-20,3-11,0,0,0
ARG,2021-07-20,30-39,71,9,0
ARG,2021-07-20,40-49,82,13,0
ARG,2021-07-20,50-59,86,15,0
ARG,2021-07-20,60-69,93,39,0
ARG,2021-07-20,70-79,93,58,0
ARG,2021-07-20,80-89,88,72,0
ARG,2021-07-20,90-99,78,64,0
ARG,2021-07-21,100+,95,68,0
ARG,2021-07-21,12-17,0,0,0
ARG,2021-07-21,18-29,43,3,0
ARG,2021-07-21,3-11,0,0,0
ARG,2021-07-21,30-39,72,9,0
ARG,2021-07-21,40-49,82,13,0
ARG,2021-07-21,50-59,86,15,0
ARG,2021-07-21,60-69,93,39,0
ARG,2021-07-21,70-79,93,60,0
ARG,2021-07-21,80-89,89,73,0
ARG,2021-07-21,90-99,78,65,0
ARG,2021-07-22,100+,95,69,0
ARG,2021-07-22,12-17,0,0,0
ARG,2021-07-22,18-29,46,3,0
ARG,2021-07-22,3-11,0,0,0
ARG,2021-07-22,30-39,73,9,0
ARG,2021-07-22,40-49,83,13,0
ARG,2021-07-22,50-59,86,16,0
ARG,2021-07-22,60-69,94,40,0
ARG,2021-07-22,70-79,93,61,0
ARG,2021-07-22,80-89,89,73,0
ARG,2021-07-22,90-99,78,65,0
ARG,2021-07-23,100+,95,69,0
ARG,2021-07-23,12-17,0,0,0
ARG,2021-07-23,18-29,48,3,0
ARG,2021-07-23,3-11,0,0,0
ARG,2021-07-23,30-39,74,9,0
ARG,2021-07-23,40-49,83,14,0
ARG,2021-07-23,50-59,86,16,0
ARG,2021-07-23,60-69,94,40,0
ARG,2021-07-23,70-79,93,61,0
ARG,2021-07-23,80-89,89,74,0
ARG,2021-07-23,90-99,78,65,0
ARG,2021-07-24,100+,95,69,0
ARG,2021-07-24,12-17,0,0,0
ARG,2021-07-24,18-29,50,3,0
ARG,2021-07-24,3-11,0,0,0
ARG,2021-07-24,30-39,74,10,0
ARG,2021-07-24,40-49,83,14,0
ARG,2021-07-24,50-59,87,16,0
ARG,2021-07-24,60-69,94,40,0
ARG,2021-07-24,70-79,93,61,0
ARG,2021-07-24,80-89,89,74,0
ARG,2021-07-24,90-99,78,65,0
ARG,2021-07-25,100+,95,69,0
ARG,2021-07-25,12-17,0,0,0
ARG,2021-07-25,18-29,51,3,0
ARG,2021-07-25,3-11,0,0,0
ARG,2021-07-25,30-39,75,10,0
ARG,2021-07-25,40-49,84,14,0
ARG,2021-07-25,50-59,87,16,0
ARG,2021-07-25,60-69,94,40,0
ARG,2021-07-25,70-79,93,62,0
ARG,2021-07-25,80-89,89,74,0
ARG,2021-07-25,90-99,78,65,0
ARG,2021-07-26,100+,96,69,0
ARG,2021-07-26,12-17,0,0,0
ARG,2021-07-26,18-29,53,4,0
ARG,2021-07-26,3-11,0,0,0
ARG,2021-07-26,30-39,75,11,0
ARG,2021-07-26,40-49,84,15,0
ARG,2021-07-26,50-59,87,17,0
ARG,2021-07-26,60-69,94,40,0
ARG,2021-07-26,70-79,93,62,0
ARG,2021-07-26,80-89,89,74,0
ARG,2021-07-26,90-99,78,65,0
ARG,2021-07-27,100+,96,70,0
ARG,2021-07-27,12-17,0,0,0
ARG,2021-07-27,18-29,54,4,0
ARG,2021-07-27,3-11,0,0,0
ARG,2021-07-27,30-39,76,12,0
ARG,2021-07-27,40-49,84,16,0
ARG,2021-07-27,50-59,87,18,0
ARG,2021-07-27,60-69,94,41,0
ARG,2021-07-27,70-79,93,62,0
ARG,2021-07-27,80-89,89,74,0
ARG,2021-07-27,90-99,78,66,0
ARG,2021-07-28,100+,96,70,0
ARG,2021-07-28,12-17,0,0,0
ARG,2021-07-28,18-29,56,4,0
ARG,2021-07-28,3-11,0,0,0
ARG,2021-07-28,30-39,77,12,0
ARG,2021-07-28,40-49,85,17,0
ARG,2021-07-28,50-59,87,19,0
ARG,2021-07-28,60-69,94,41,0
ARG,2021-07-28,70-79,94,63,0
ARG,2021-07-28,80-89,89,74,0
ARG,2021-07-28,90-99,78,66,0
ARG,2021-07-29,100+,96,70,0
ARG,2021-07-29,12-17,0,0,0
ARG,2021-07-29,18-29,58,4,0
ARG,2021-07-29,3-11,0,0,0
ARG,2021-07-29,30-39,77,13,0
ARG,2021-07-29,40-49,85,18,0
ARG,2021-07-29,50-59,88,20,0
ARG,2021-07-29,60-69,94,42,0
ARG,2021-07-29,70-79,94,63,0
ARG,2021-07-29,80-89,89,74,0
ARG,2021-07-29,90-99,78,66,0
ARG,2021-07-30,100+,96,70,0
ARG,2021-07-30,12-17,0,0,0
ARG,2021-07-30,18-29,59,5,0
ARG,2021-07-30,3-11,0,0,0
ARG,2021-07-30,30-39,78,14,0
ARG,2021-07-30,40-49,86,19,0
ARG,2021-07-30,50-59,88,21,0
ARG,2021-07-30,60-69,94,42,0
ARG,2021-07-30,70-79,94,63,0
ARG,2021-07-30,80-89,89,75,0
ARG,2021-07-30,90-99,78,66,0
ARG,2021-07-31,100+,96,70,0
ARG,2021-07-31,12-17,0,0,0
ARG,2021-07-31,18-29,60,5,0
ARG,2021-07-31,3-11,0,0,0
ARG,2021-07-31,30-39,78,15,0
ARG,2021-07-31,40-49,86,20,0
ARG,2021-07-31,50-59,88,21,0
ARG,2021-07-31,60-69,94,42,0
ARG,2021-07-31,70-79,94,63,0
ARG,2021-07-31,80-89,89,75,0
ARG,2021-07-31,90-99,78,66,0
ARG,2021-08-01,100+,96,70,0
ARG,2021-08-01,12-17,0,0,0
ARG,2021-08-01,18-29,61,5,0
ARG,2021-08-01,3-11,0,0,0
ARG,2021-08-01,30-39,79,15,0
ARG,2021-08-01,40-49,86,21,0
ARG,2021-08-01,50-59,88,21,0
ARG,2021-08-01,60-69,94,42,0
ARG,2021-08-01,70-79,94,63,0
ARG,2021-08-01,80-89,89,75,0
ARG,2021-08-01,90-99,78,66,0
ARG,2021-08-02,100+,96,70,0
ARG,2021-08-02,12-17,0,0,0
ARG,2021-08-02,18-29,62,5,0
ARG,2021-08-02,3-11,0,0,0
ARG,2021-08-02,30-39,79,17,0
ARG,2021-08-02,40-49,86,22,0
ARG,2021-08-02,50-59,88,22,0
ARG,2021-08-02,60-69,94,42,0
ARG,2021-08-02,70-79,94,63,0
ARG,2021-08-02,80-89,89,75,0
ARG,2021-08-02,90-99,78,66,0
ARG,2021-08-03,100+,97,70,0
ARG,2021-08-03,12-17,1,0,0
ARG,2021-08-03,18-29,63,6,0
ARG,2021-08-03,3-11,0,0,0
ARG,2021-08-03,30-39,80,18,0
ARG,2021-08-03,40-49,87,23,0
ARG,2021-08-03,50-59,89,23,0
ARG,2021-08-03,60-69,94,42,0
ARG,2021-08-03,70-79,94,63,0
ARG,2021-08-03,80-89,89,75,0
ARG,2021-08-03,90-99,79,66,0
ARG,2021-08-04,100+,97,71,0
ARG,2021-08-04,12-17,2,0,0
ARG,2021-08-04,18-29,64,6,0
ARG,2021-08-04,3-11,0,0,0
ARG,2021-08-04,30-39,80,19,0
ARG,2021-08-04,40-49,87,24,0
ARG,2021-08-04,50-59,89,24,0
ARG,2021-08-04,60-69,95,43,0
ARG,2021-08-04,70-79,94,64,0
ARG,2021-08-04,80-89,89,75,0
ARG,2021-08-04,90-99,79,66,0
ARG,2021-08-05,100+,97,71,0
ARG,2021-08-05,12-17,2,0,0
ARG,2021-08-05,18-29,65,7,0
ARG,2021-08-05,3-11,0,0,0
ARG,2021-08-05,30-39,80,20,0
ARG,2021-08-05,40-49,87,25,0
ARG,2021-08-05,50-59,89,26,0
ARG,2021-08-05,60-69,95,43,0
ARG,2021-08-05,70-79,94,64,0
ARG,2021-08-05,80-89,89,75,0
ARG,2021-08-05,90-99,79,66,0
ARG,2021-08-06,100+,97,71,0
ARG,2021-08-06,12-17,3,0,0
ARG,2021-08-06,18-29,66,7,0
ARG,2021-08-06,3-11,0,0,0
ARG,2021-08-06,30-39,81,21,0
ARG,2021-08-06,40-49,87,27,0
ARG,2021-08-06,50-59,89,27,0
ARG,2021-08-06,60-69,95,43,0
ARG,2021-08-06,70-79,94,64,0
ARG,2021-08-06,80-89,89,75,0
ARG,2021-08-06,90-99,79,67,0
ARG,2021-08-07,100+,97,71,0
ARG,2021-08-07,12-17,3,0,0
ARG,2021-08-07,18-29,66,8,0
ARG,2021-08-07,3-11,0,0,0
ARG,2021-08-07,30-39,81,22,0
ARG,2021-08-07,40-49,88,27,0
ARG,2021-08-07,50-59,89,27,0
ARG,2021-08-07,60-69,95,44,0
ARG,2021-08-07,70-79,94,65,0
ARG,2021-08-07,80-89,89,76,0
ARG,2021-08-07,90-99,79,67,0
ARG,2021-08-08,100+,97,71,0
ARG,2021-08-08,12-17,3,0,0
ARG,2021-08-08,18-29,67,8,0
ARG,2021-08-08,3-11,0,0,0
ARG,2021-08-08,30-39,81,23,0
ARG,2021-08-08,40-49,88,27,0
ARG,2021-08-08,50-59,89,27,0
ARG,2021-08-08,60-69,95,44,0
ARG,2021-08-08,70-79,94,66,0
ARG,2021-08-08,80-89,89,76,0
ARG,2021-08-08,90-99,79,67,0
ARG,2021-08-09,100+,97,72,0
ARG,2021-08-09,12-17,4,0,0
ARG,2021-08-09,18-29,67,9,0
ARG,2021-08-09,3-11,0,0,0
ARG,2021-08-09,30-39,81,23,0
ARG,2021-08-09,40-49,88,28,0
ARG,2021-08-09,50-59,89,29,0
ARG,2021-08-09,60-69,95,46,0
ARG,2021-08-09,70-79,94,68,0
ARG,2021-08-09,80-89,89,76,0
ARG,2021-08-09,90-99,79,67,0
ARG,2021-08-10,100+,97,72,0
ARG,2021-08-10,12-17,4,0,0
ARG,2021-08-10,18-29,68,9,0
ARG,2021-08-10,3-11,0,0,0
ARG,2021-08-10,30-39,82,23,0
ARG,2021-08-10,40-49,88,28,0
ARG,2021-08-10,50-59,89,30,0
ARG,2021-08-10,60-69,95,49,0
ARG,2021-08-10,70-79,94,69,0
ARG,2021-08-10,80-89,89,77,0
ARG,2021-08-10,90-99,79,68,0
ARG,2021-08-11,100+,97,73,0
ARG,2021-08-11,12-17,5,0,0
ARG,2021-08-11,18-29,68,9,0
ARG,2021-08-11,3-11,0,0,0
ARG,2021-08-11,30-39,82,24,0
ARG,2021-08-11,40-49,88,29,0
ARG,2021-08-11,50-59,90,32,0
ARG,2021-08-11,60-69,95,52,0
ARG,2021-08-11,70-79,94,71,0
ARG,2021-08-11,80-89,89,77,0
ARG,2021-08-11,90-99,79,68,0
ARG,2021-08-12,100+,97,73,0
ARG,2021-08-12,12-17,5,0,0
ARG,2021-08-12,18-29,68,10,0
ARG,2021-08-12,3-11,0,0,0
ARG,2021-08-12,30-39,82,25,0
ARG,2021-08-12,40-49,88,29,0
ARG,2021-08-12,50-59,90,33,0
ARG,2021-08-12,60-69,95,54,0
ARG,2021-08-12,70-79,94,73,0
ARG,2021-08-12,80-89,89,78,0
ARG,2021-08-12,90-99,79,68,0
ARG,2021-08-13,100+,98,74,0
ARG,2021-08-13,12-17,6,0,0
ARG,2021-08-13,18-29,69,10,0
ARG,2021-08-13,3-11,0,0,0
ARG,2021-08-13,30-39,82,25,0
ARG,2021-08-13,40-49,88,30,0
ARG,2021-08-13,50-59,90,35,0
ARG,2021-08-13,60-69,95,57,0
ARG,2021-08-13,70-79,94,76,0
ARG,2021-08-13,80-89,89,78,0
ARG,2021-08-13,90-99,79,69,0
ARG,2021-08-14,100+,98,74,0
ARG,2021-08-14,12-17,6,0,0
ARG,2021-08-14,18-29,69,10,0
ARG,2021-08-14,3-11,0,0,0
ARG,2021-08-14,30-39,82,25,0
ARG,2021-08-14,40-49,88,30,0
ARG,2021-08-14,50-59,90,36,0
ARG,2021-08-14,60-69,95,60,0
ARG,2021-08-14,70-79,94,76,0
ARG,2021-08-14,80-89,89,79,0
ARG,2021-08-14,90-99,79,69,0
ARG,2021-08-15,100+,98,75,0
ARG,2021-08-15,12-17,6,0,0
ARG,2021-08-15,18-29,69,10,0
ARG,2021-08-15,3-11,0,0,0
ARG,2021-08-15,30-39,83,25,0
ARG,2021-08-15,40-49,88,30,0
ARG,2021-08-15,50-59,90,38,0
ARG,2021-08-15,60-69,95,61,0
ARG,2021-08-15,70-79,94,77,0
ARG,2021-08-15,80-89,89,79,0
ARG,2021-08-15,90-99,79,69,0
ARG,2021-08-16,100+,98,75,0
ARG,2021-08-16,12-17,6,0,0
ARG,2021-08-16,18-29,69,10,0
ARG,2021-08-16,3-11,0,0,0
ARG,2021-08-16,30-39,83,25,0
ARG,2021-08-16,40-49,89,30,0
ARG,2021-08-16,50-59,90,39,0
ARG,2021-08-16,60-69,95,62,0
ARG,2021-08-16,70-79,94,77,0
ARG,2021-08-16,80-89,89,79,0
ARG,2021-08-16,90-99,79,70,0
ARG,2021-08-17,100+,98,75,0
ARG,2021-08-17,12-17,6,0,0
ARG,2021-08-17,18-29,70,11,0
ARG,2021-08-17,3-11,0,0,0
ARG,2021-08-17,30-39,83,26,0
ARG,2021-08-17,40-49,89,31,0
ARG,2021-08-17,50-59,90,42,0
ARG,2021-08-17,60-69,95,64,0
ARG,2021-08-17,70-79,94,78,0
ARG,2021-08-17,80-89,90,80,0
ARG,2021-08-17,90-99,79,70,0
ARG,2021-08-18,100+,98,75,0
ARG,2021-08-18,12-17,7,0,0
ARG,2021-08-18,18-29,70,11,0
ARG,2021-08-18,3-11,0,0,0
ARG,2021-08-18,30-39,83,26,0
ARG,2021-08-18,40-49,89,32,0
ARG,2021-08-18,50-59,90,45,0
ARG,2021-08-18,60-69,95,66,0
ARG,2021-08-18,70-79,94,79,0
ARG,2021-08-18,80-89,90,80,0
ARG,2021-08-18,90-99,79,70,0
ARG,2021-08-19,100+,98,76,0
ARG,2021-08-19,12-17,7,0,0
ARG,2021-08-19,18-29,71,12,0
ARG,2021-08-19,3-11,0,0,0
ARG,2021-08-19,30-39,84,27,0
ARG,2021-08-19,40-49,89,33,0
ARG,2021-08-19,50-59,90,47,0
ARG,2021-08-19,60-69,95,67,0
ARG,2021-08-19,70-79,94,81,0
ARG,2021-08-19,80-89,90,80,0
ARG,2021-08-19,90-99,79,70,0
ARG,2021-08-20,100+,98,76,0
ARG,2021-08-20,12-17,8,0,0
ARG,2021-08-20,18-29,72,12,0
ARG,2021-08-20,3-11,0,0,0
ARG,2021-08-20,30-39,84,28,0
ARG,2021-08-20,40-49,90,34,0
ARG,2021-08-20,50-59,91,49,0
ARG,2021-08-20,60-69,96,69,0
ARG,2021-08-20,70-79,95,82,0
ARG,2021-08-20,80-89,90,81,0
ARG,2021-08-20,90-99,79,71,0
ARG,2021-08-21,100+,98,76,0
ARG,2021-08-21,12-17,8,0,0
